id,split,label,language,midfiller,endfiller,synthetic,dataset
d1e85cd1-4c15-48b7-a020-25b17957f2c3,train,1,nld,False,False,True,chirp3_1
78895574-03ff-453a-b038-8795e64f780a,train,0,eng,,,True,orpheus_midfiller_1
d5121111-6863-4cf0-ad0d-310a6a85ba5e,train,1,nld,True,False,True,chirp3_1
ea6da6ca-17ff-4a34-b857-2ac48e3f634d,train,1,jpn,False,False,True,chirp3_1
1f1a35d1-b86c-4ab2-afce-1a90223a18c2,train,1,ara,False,False,True,chirp3_2
9a9e1fc1-2249-441d-b3a1-b395a6c10be2,train,0,eng,,,False,human_5
ea871d8e-d439-4b88-af61-fef4a5df5656,train,1,rus,True,False,True,chirp3_1
d500748f-d365-4c4b-8d64-4cd5d8fcc7ec,train,0,mar,False,False,True,chirp3_2
1f472e1e-c836-44cd-afdf-ab03eb9a2951,train,0,eng,,,False,liva_1
d1b3b8b7-7412-48be-97f8-f3f70729185c,train,1,eng,,,False,liva_1
d4c5590b-8a16-48a8-8dd5-a3e6a82f4d7e,train,0,deu,False,True,True,chirp3_1
94213dd1-6108-4d4e-81c7-6bd629062cb0,train,1,tur,False,False,True,chirp3_1
1f495069-b31a-4be3-a90f-68c6d500b11f,train,0,eng,,,False,liva_1
ea81b114-2298-4ee0-a18b-41f6e5389cfc,train,1,zho,True,False,True,chirp3_1
9a644a0d-115c-45d9-b9ce-8504389ebc4f,train,0,kor,True,False,True,chirp3_1
bc48c05a-ee28-48a9-b1a2-c6999e0c9170,train,1,eng,,,False,liva_1
ea892e51-3dd8-4043-93e4-630fa4747202,train,0,dan,False,True,True,chirp3_2
9a53c2a7-475a-4675-b0a6-2bd9e62f381f,train,0,eng,,,False,liva_1
78232927-d619-4c6d-8617-22fd5a3ec32c,train,0,spa,False,True,True,chirp3_1
c292b09f-6f32-4e8d-9c42-298b40ba84eb,train,0,eng,,,False,liva_1
d1b65b2c-86a1-4b90-9fa6-bd9b4722f024,train,0,por,True,False,True,chirp3_1
d1c3b0a5-6868-49b3-b82d-5cc514f5605e,train,0,rus,True,False,True,chirp3_1
a3a7853f-94e9-4f4b-9ce7-b1de69bc18f3,train,1,eng,,,False,liva_1
d19e9e80-3119-492f-98ce-7b7059a62ae3,train,1,nor,False,False,True,chirp3_2
d4b662f3-086e-4313-b9de-fc48f854246c,train,0,mar,False,False,True,chirp3_2
d4fb3cb7-2807-4827-95cc-8d0f72f6ee28,train,1,eng,,,True,rime_2
945be926-41ac-4590-9fa9-b3af63f740cd,train,1,dan,True,False,True,chirp3_2
1f209c79-33a4-4c92-a3d1-42efd8534701,train,1,deu,True,False,True,chirp3_1
d189f112-f3a7-4cd1-b717-8b8f9946da78,train,0,fra,False,True,True,chirp3_1
ea5a4735-c11f-4463-b2c6-44b3886cecb4,train,1,nld,False,False,True,chirp3_1
d1c5c4b8-257e-4ce4-aa16-e10229b5b239,train,0,deu,True,True,True,chirp3_1
94487d10-212b-477b-b6f2-59fa01fde838,train,1,tur,True,False,True,chirp3_1
a3947499-4547-41d7-98a5-53a46ec01678,train,0,eng,,,False,liva_1
bc08153c-c9d4-41f7-82d9-1c9f9b914c34,train,0,eng,True,False,True,chirp3_3_short
1eff3b5d-d2b4-47da-acde-0c6ecc301fa1,train,0,eng,,,True,rime_2
9a9de4d0-1daa-4fd3-a951-ddf34050414a,train,0,jpn,True,False,True,chirp3_1
7880eb6f-bbb0-4292-be35-b549da069581,train,0,eng,,,False,liva_1
c28a43e5-0463-437e-9ac0-c0df1214324e,train,0,nor,False,True,True,chirp3_2
d2078f7f-6999-411e-820d-51ec2b3b7a7b,train,1,deu,True,False,True,chirp3_1
1f006869-4108-4cc6-b55a-d81dbc7a00db,train,0,rus,True,True,True,chirp3_1
1f159a54-f2c6-418f-80e7-fe84d6b48818,train,0,spa,True,True,True,chirp3_1
bc555e15-5705-4db3-9c5e-8b74c80975b2,train,0,ukr,True,True,True,chirp3_2
bc1b10db-332f-4af4-916b-40bcf976535e,train,1,eng,True,False,True,chirp3_1
93ee5dab-baf1-4e27-b33e-3fc31b353f3e,train,1,por,False,False,True,chirp3_1
c23726c5-9164-4e71-99aa-a730737fa5a2,train,1,por,True,False,True,chirp3_1
bc0d012b-131e-430c-bb44-97786e08e209,train,0,eng,,,True,rime_2
bc54cf21-6acd-4fea-b50b-218f00b8fd42,train,1,hin,True,False,True,chirp3_1
bc090c45-53fc-42f6-ad8a-10a102d72bc3,train,0,pol,False,True,True,chirp3_1
c268ca2a-9b18-4ad8-9e7f-e0b76e77ee6c,train,1,hin,True,False,True,chirp3_1
1eda0845-6f8a-4007-9067-7f94104c0874,train,1,eng,,,False,midcentury_1
bc52356a-397d-43ce-9cee-54b9ec107d68,train,1,spa,True,False,True,chirp3_1
eabb32ba-a983-4196-8b49-a6e0b50d79df,train,1,rus,True,False,True,chirp3_1
d4af3058-acc1-4f35-af0e-9d1da91a207c,train,0,fin,True,False,True,chirp3_2
c2b10d08-635d-4c5c-947a-df24ebc2d307,train,1,dan,False,False,True,chirp3_2
bc219b0f-ea7b-4ccc-aeef-59d620aaf271,train,0,fin,True,True,True,chirp3_2
1f4ddc04-fa09-4b6c-a740-23d371ecce96,train,1,nor,True,False,True,chirp3_2
bc2780e1-463d-4cc4-9ed5-8bd0cc55d9ba,train,0,nld,True,True,True,chirp3_1
d4aee419-7e2b-406e-bf8e-6eda9e309918,train,1,mar,True,False,True,chirp3_2
ea7f65bf-9c2b-4d3b-aa27-e120372b15c5,train,0,ben,True,False,True,chirp3_2
7838fc0d-8a4b-4d3c-8b01-7f12b514d392,train,1,pol,True,False,True,chirp3_1
9a8064e8-ea74-4f4d-b0fe-491c3b2d8c30,train,1,hin,False,False,True,chirp3_1
d1b18332-c5f6-4050-a2ca-c12c5bf0b297,train,0,eng,,,False,liva_1
bc5ea336-e9c7-4340-8714-711ad54e8fbd,train,1,nor,True,False,True,chirp3_2
bc232d3d-2e2f-43e3-b96c-c03c8b1c4fcb,train,1,nor,False,False,True,chirp3_2
ea388645-026e-4ad6-ba26-6e58ca1c596d,train,0,dan,True,False,True,chirp3_2
c264c250-d162-4347-a1b8-f02a37fbe1f4,train,0,ara,False,True,True,chirp3_2
d1aabfce-823f-4fe3-9b23-02fc37fd43ca,train,0,ind,True,False,True,chirp3_2
7871c886-3dc4-4da9-9185-a2b40828d703,train,1,fra,False,False,True,chirp3_1
bc2b07bd-ab39-45be-9bdc-4577f354959c,train,0,eng,,,False,liva_1
d19e97b7-461f-456a-bcb2-a9311b03d387,train,0,rus,True,False,True,chirp3_1
c2258c27-0c73-428a-ae46-5bbb648584c8,train,0,deu,True,True,True,chirp3_1
9430ee6e-aed2-4c28-a400-4bd56209a5ff,train,0,pol,False,True,True,chirp3_1
c28d1c4e-452a-4c6b-938f-d2244dbe6b54,train,0,rus,True,False,True,chirp3_1
780f10fe-b835-4a22-a84d-b9c482ce4612,train,1,mar,False,False,True,chirp3_2
786ebed6-67d8-462f-8037-2f3d00648194,train,0,eng,,,False,liva_1
9a6dba49-78f0-495b-8920-4fcf895d230f,train,0,tur,True,True,True,chirp3_1
9a4a8d12-ad21-4e48-b872-12ce0464d1a1,train,0,ita,False,True,True,chirp3_1
eaab22a8-23b4-49f2-baf7-241dd37dd4c4,train,1,hin,True,False,True,chirp3_1
a3cbfcf7-9ce5-47a7-af1a-b437a2a887c6,train,0,nor,False,True,True,chirp3_2
bc32a36d-388c-4a25-9807-3e839e29d3c0,train,0,eng,,,False,liva_1
c298fd84-de96-447b-8643-28aafa3cf96e,train,1,por,True,False,True,chirp3_1
781bbdd7-5f3a-42d9-88b1-e0fdd1aecaa0,train,0,eng,,,False,liva_1
ea3f2c3a-7ede-44e5-8418-33786260cecc,train,0,fin,True,True,True,chirp3_2
eab6e2ce-56ea-472c-acea-8d9ec8b2e151,train,0,fin,False,False,True,chirp3_2
1f27748c-3257-4132-a73d-f1e19c921360,train,1,spa,,,False,mundo_1
9a92a367-f30c-4a80-9a46-ac33048cdad8,train,0,eng,False,True,True,chirp3_1
7858d38b-a8a6-48f6-bfaf-942c8367c240,train,0,nld,True,False,True,chirp3_1
1f0c148a-dffd-4b3e-9106-c5e8d784a066,train,0,eng,,,False,liva_1
1f2042d7-1db5-42d1-abf6-b8942f7a695c,train,0,jpn,True,False,True,chirp3_1
780e14de-75e8-40f9-b6b9-d9263a582d1f,train,0,nld,True,False,True,chirp3_1
7857cd32-04cf-4b33-b726-a046b82f2266,train,1,dan,True,False,True,chirp3_2
a39e7461-4f36-4a8e-9818-efad49dd6594,train,0,nor,True,False,True,chirp3_2
a39c43f5-0395-4808-8c02-d42a3a0e547f,train,1,eng,,,False,liva_1
a3a10a5d-868f-480d-adcf-c3253728677e,train,0,por,False,True,True,chirp3_1
7875fd05-d3d5-4ddd-ac3f-ced3e6f9d123,train,1,spa,True,False,True,chirp3_1
785885a9-f4ae-489c-9cc2-683c0d48bc3a,train,1,eng,,,False,liva_1
bc4bd229-8ca2-4634-bdcf-05d4c3830141,train,1,por,True,False,True,chirp3_1
bc370ca6-fd74-408e-8ccf-ad65be0a2646,train,0,fin,False,True,True,chirp3_2
d1a498d3-ff03-461e-a2cb-2e80393f0c1e,train,1,ara,False,False,True,chirp3_2
bc3f2863-7ad7-4c7f-b305-fa186058d9b5,train,0,por,True,False,True,chirp3_1
d4d20ed8-b216-4ff9-b6f8-579a682e92a7,train,0,por,False,True,True,chirp3_1
78089593-0bb1-47b2-8ce5-ae53398055db,train,0,deu,True,False,True,chirp3_1
c24bdaa8-117c-4758-9b85-acf3ee33d4e6,train,0,spa,False,True,True,chirp3_1
9a90571b-f541-41b3-a1c3-177b76c26644,train,1,fin,True,False,True,chirp3_2
c2895567-a575-44d5-9103-393829f1f3fb,train,0,hin,False,True,True,chirp3_1
78086b26-1a12-4e3f-8a9d-beb42764b155,train,0,eng,True,True,True,chirp3_1
786604ff-6405-4b52-9397-89070d000006,train,0,eng,,,False,liva_1
9a37bce3-0821-436c-bdab-0a7440c1a0e2,train,1,por,False,False,True,chirp3_1
d20a180a-5737-4a64-bbda-2992bad8ad01,train,1,hin,False,False,True,chirp3_1
1f2d5952-8b6c-4012-b865-68e379f12d26,train,1,hin,True,False,True,chirp3_1
9a6d78b8-5b44-4df6-bb34-afe184cae584,train,0,spa,,,False,mundo_1
1f0b92bf-f723-463d-bdee-872d145462bf,train,0,hin,True,True,True,chirp3_1
d1a7e2ed-8bdc-4985-a427-aed3120ff84f,train,1,ara,True,False,True,chirp3_2
d1d5bd88-cc84-4512-a89b-384fba5a38d3,train,1,eng,,,False,liva_1
c2a5e649-882e-436a-b513-ac504f75b76b,train,0,ita,False,True,True,chirp3_1
ea9bdd93-b391-4a8a-92cf-95c84d24739c,train,1,hin,False,False,True,chirp3_1
944df512-af8c-4f8f-9dec-c0079901a937,train,0,eng,False,True,True,chirp3_1
a39cc883-25d9-420b-99e0-0cebbd777835,train,0,deu,False,True,True,chirp3_1
bc4c11f9-6cb3-47a7-8df6-cea0878d413e,train,1,hin,True,False,True,chirp3_1
942d8e24-280d-4e47-b6ed-b9c268ff1acf,train,0,rus,True,False,True,chirp3_1
a39f3283-adad-49e5-8ab9-fc9b558027e5,train,0,spa,True,True,True,chirp3_1
d1b2f28e-5f90-496b-aed7-340b8a521bff,train,1,spa,False,False,True,chirp3_1
9a504b0f-32cd-4d66-ae54-613a36e20e51,train,1,por,False,False,True,chirp3_1
d4dd98d7-2fba-445e-a86d-cfcbe26ba47c,train,1,eng,,,False,midcentury_1
a3a7e10a-d0a6-41e0-b959-4f37c0145d97,train,0,spa,,,False,mundo_1
a3b4acbd-de6b-4285-aff1-176b352c8ff7,train,1,por,True,False,True,chirp3_1
781f5da0-b7b4-4e92-9ef3-7f5ad448d239,train,1,kor,False,False,True,chirp3_1
7811e276-3ce0-451a-b8fc-2c8878d959e2,train,0,eng,True,True,True,chirp3_1
a3e22138-4bcc-4d27-9d2e-f87d87140897,train,1,deu,True,False,True,chirp3_1
9a899ecb-2c5b-4ece-97f0-8f6bb1b52972,train,1,spa,False,False,True,chirp3_1
bc089416-94bf-4577-9f22-f44e8775e74f,train,1,vie,False,False,True,chirp3_2
d1921414-d16f-4cf0-b2ee-a8ebe0e82558,train,0,mar,True,False,True,chirp3_2
eab28c74-a4e6-4c2a-afaa-d355193ad1e8,train,1,spa,False,False,True,chirp3_1
a37f034a-f50b-44e8-a01e-c90139443a0e,train,0,spa,True,False,True,chirp3_1
a37f702a-ac98-438b-a879-ff18c708ff18,train,0,eng,,,False,liva_1
a3c37b9d-9a90-4494-b11c-d8bdff98c43d,train,0,eng,,,False,liva_1
7882f69f-bab5-4b31-9e14-eb32df774f4b,train,1,ind,False,False,True,chirp3_2
1ecafd68-0e5a-44c2-b538-26269952340e,train,0,zho,True,False,True,chirp3_1
1f4338ee-2847-428d-b697-8c38fd065b70,train,0,spa,False,True,True,chirp3_1
d4cc00b7-0201-467f-8954-cf8d6d6d48bc,train,0,spa,,,False,mundo_1
78300ad4-81cc-4128-bb38-3a0bbb012c1d,train,1,ukr,False,False,True,chirp3_2
942933dc-db89-46d1-aae1-3365e7a9003a,train,0,spa,,,False,mundo_1
c2740b7f-8e10-4dd0-bbcd-b3e2c12fb9e7,train,1,nld,False,False,True,chirp3_1
bc15fbbb-3084-4dd2-a7d6-e5db0a22d973,train,0,mar,True,False,True,chirp3_2
bc6d1c68-182d-4a92-8f17-f65604145c91,train,0,eng,,,False,human_convcollector_1
1f1948bc-a200-415a-a513-ff28078bcc1f,train,1,eng,,,False,human_convcollector_1
a3cdf677-9204-45ba-91a0-fe46f8f0f567,train,0,rus,True,True,True,chirp3_1
bc7b5557-d7ad-4e81-9a74-e3b5526259d2,train,1,hin,True,False,True,chirp3_1
d4a8dc78-b685-4013-8d47-be6c2b74cb94,train,0,tur,True,False,True,chirp3_1
d4c33f39-7b08-451c-a40b-abbb83c7e37f,train,0,nld,True,False,True,chirp3_1
ea6ecdbe-9e6c-4ea0-8c69-d1073ae702f6,train,0,eng,,,False,midcentury_1
d4fa3c6a-bc0a-40c5-a42e-4f8f5705de3a,train,0,eng,,,False,liva_1
943e87ac-30a1-482f-b5c9-6b110670cb48,train,1,eng,,,False,midcentury_1
78176d44-b424-41e1-89ef-e7d7437b3e54,train,0,nor,False,True,True,chirp3_2
7852b2f5-2930-47c7-b965-ac5695bd6e00,train,1,deu,True,False,True,chirp3_1
a3918ebd-5d9d-43d7-9784-65a2c001321d,train,0,por,True,False,True,chirp3_1
a39f7e44-0780-48b6-96f9-ab62f61f6d86,train,0,spa,,,False,mundo_1
781b4a32-48fa-4f86-aa15-7c3e7aefa916,train,1,spa,True,False,True,chirp3_1
d4d8ce56-bb48-4a9a-b5b2-906e3644a943,train,0,pol,True,False,True,chirp3_1
ea521598-8e0c-486a-8b69-032bc4f9c450,train,0,tur,True,False,True,chirp3_1
9a9a819c-ca0f-4aa2-b3c4-0dd49b99adb5,train,0,fra,True,True,True,chirp3_1
1f1445ad-8ecd-4522-ab43-c4d7ee42e0e9,train,0,fra,False,True,True,chirp3_1
a3bbddb8-f9e5-4c89-9db8-68e6fc885d73,train,1,ind,True,False,True,chirp3_2
93f6f1b5-7674-4fe0-964a-a660c10b1f49,train,1,ara,False,False,True,chirp3_2
ea689a8f-ef9c-4a8a-bc96-9103dcabbc81,train,1,tur,False,False,True,chirp3_1
c22001c0-f015-45bd-85eb-5705055e0d5c,train,0,rus,False,True,True,chirp3_1
bc508773-2994-4b17-8f09-b26ca68dd947,train,1,ben,False,False,True,chirp3_2
bc314fde-5a9c-44e5-82bc-daaa09ebd10e,train,0,rus,True,True,True,chirp3_1
c27cc46f-2aee-4321-b5b8-8687ac4f87e4,train,0,eng,,,False,midcentury_1
9a95902e-0a4b-4cef-9c7b-6bc0b5011bc6,train,0,ita,True,True,True,chirp3_1
ea7da204-3aa7-43f6-8a8e-12defad6371e,train,1,deu,True,False,True,chirp3_1
bc35d1b1-dfd0-454e-8a16-926dc9419ae2,train,1,dan,True,False,True,chirp3_2
1f30b3cb-2ba7-434e-8386-14f56f2e1e2e,train,0,fra,False,True,True,chirp3_1
9a5be903-6616-47ea-8ee8-741e3211ea15,train,1,eng,True,False,True,chirp3_1
a37b7df3-25d3-475e-a305-356bf199cc19,train,0,ukr,False,True,True,chirp3_2
c21940d3-11c9-4069-8673-f72dcae293ce,train,0,eng,,,False,liva_1
93f9b493-a41e-486b-b379-cb48685ad638,train,0,spa,,,False,mundo_1
7836c464-11fc-4bd8-b587-5a8b4c83af74,train,0,kor,False,True,True,chirp3_1
bc23dffe-5500-44d7-acec-3ea6ec8e447b,train,1,por,True,False,True,chirp3_1
9a47ea8f-e22e-41dd-b7cb-20661cbb95be,train,0,eng,,,False,liva_1
1f431021-036b-462a-9dad-88bdb37e6b26,train,0,dan,False,True,True,chirp3_2
bc25700c-82bc-430d-b711-3b5b123a93c1,train,1,deu,False,False,True,chirp3_1
ea641229-0e91-47c6-943f-5b29ec3d3bdc,train,1,ind,True,False,True,chirp3_2
784b072f-8911-4ab4-b154-d71ddabf96f0,train,1,nor,False,False,True,chirp3_2
bc01a911-c748-47d9-9ab2-5555bb261254,train,0,nld,True,False,True,chirp3_1
ea886b7e-23e5-4ce8-ada0-adebb33317c6,train,0,ukr,False,False,True,chirp3_2
1f2ab51e-97c8-4294-be48-d451b79cfacd,train,0,nld,True,True,True,chirp3_1
bc304295-c233-4a29-bde6-0f275882dc2b,train,1,deu,False,False,True,chirp3_1
a3cfa4ed-236c-4842-b9f5-5dbb967267d7,train,0,spa,,,False,mundo_1
bc378593-fc2c-4b97-8966-c674e0e5ddb1,train,1,pol,True,False,True,chirp3_1
9428c0e7-1362-4b4a-8fd6-e039a1c05681,train,1,eng,,,True,rime_2
1f4fea60-af94-4366-81f7-9bbe2be7982d,train,1,ara,False,False,True,chirp3_2
eaa78541-ee51-476b-83a8-0f986b77b79c,train,1,ara,True,False,True,chirp3_2
ea6cd3a3-0db8-4eb2-acc0-4ae78a7da661,train,0,eng,,,True,rime_2
1ece136f-8f7c-44f8-b957-31ec4045e542,train,0,pol,False,True,True,chirp3_1
d20690f8-cdc8-4cb6-b800-4d783451faf0,train,0,fra,True,True,True,chirp3_1
d50567fe-7b4d-4532-9c75-fe44710a6607,train,1,nld,True,False,True,chirp3_1
d1d835d2-eff0-4e47-a4f4-f9cfb4643223,train,0,rus,True,False,True,chirp3_1
7831636c-d92f-4d16-b95f-a3cce9ce53cb,train,0,por,True,False,True,chirp3_1
93f5d2e6-f01d-4abb-a163-ce1fd466d39f,train,1,por,True,False,True,chirp3_1
d194527a-06ca-4f40-b26c-9b8bf1ee8d36,train,1,spa,,,False,mundo_1
9ab4eb6d-fb10-423d-8435-2341b48e4410,train,1,hin,True,False,True,chirp3_1
93f83504-2b3c-44d1-b816-e0e8262a03a4,train,0,spa,True,True,True,chirp3_1
bc25815b-b3ea-4025-8e2f-126d1801a904,train,0,rus,False,True,True,chirp3_1
d4aaacc3-495b-4b93-b9e1-80e4702196fe,train,1,por,True,False,True,chirp3_1
ea53e7cd-8730-4547-976b-4cc7521fe8e0,train,1,spa,True,False,True,chirp3_1
a388cce3-1d7e-4c99-9e9d-1ee408e73589,train,1,eng,,,False,human_5
a3b16ef7-7c71-4d49-bf91-e78147322f3e,train,0,spa,,,False,mundo_1
1f1cdc9e-c271-4c3e-aa86-3b7bad484b64,train,1,kor,False,False,True,chirp3_1
d19c75ad-9b6a-45f4-bc4e-f80ec068ed35,train,1,por,True,False,True,chirp3_1
1f37324a-7a28-4f9b-9e39-961b8e7aef9a,train,1,fin,False,False,True,chirp3_2
946bde3f-87b7-4b06-a66e-a7b03553554c,train,1,ara,True,False,True,chirp3_2
bc32199b-04db-4c9e-b7cf-6ba923d95e47,train,0,mar,False,True,True,chirp3_2
ea36265b-72d8-4ab9-b98b-22076c3d1de0,train,0,rus,True,True,True,chirp3_1
d4f716c3-0534-4e7e-b0cc-c7f88e084b39,train,0,jpn,False,True,True,chirp3_1
9a42c5b9-9910-4a7b-b485-98d7f5246f4f,train,1,eng,,,False,liva_1
7879ff43-736f-478a-a02b-b8b4b6f0b475,train,1,fin,False,False,True,chirp3_2
1f272076-e82c-4041-bb6a-fe32e0561d99,train,0,fin,False,False,True,chirp3_2
941d766c-b2ef-46bb-afb9-e5d29400916f,train,0,eng,,,False,liva_1
9413c88e-2898-46aa-b27b-8fe6c37db85d,train,1,zho,False,False,True,chirp3_1
9a37f5c6-655c-4c9e-ae63-133d07918f5f,train,0,hin,True,True,True,chirp3_1
9a8ee5a5-033e-480a-98bc-4fe76c6af984,train,0,ukr,False,False,True,chirp3_2
78255cd9-b2db-418d-81d0-744f6730729a,train,1,zho,False,False,True,chirp3_1
c23a8537-19f7-40a6-8e28-678156e9dc8a,train,1,eng,False,False,True,chirp3_1
bc36bcaa-1c69-49ca-9f89-42e910712e86,train,0,spa,True,True,True,chirp3_1
d4d65afa-bf3c-45e1-a3c3-863c58c5cfd6,train,1,deu,True,False,True,chirp3_1
78632839-d276-402c-83af-2ee4d72a6bfe,train,1,ita,False,False,True,chirp3_1
d4e00755-3050-4ba5-b776-84647373cc03,train,1,ind,True,False,True,chirp3_2
9a8eadf2-1186-451d-9712-8978fb87c4bb,train,0,kor,True,False,True,chirp3_1
